"freq,spscheme,spdep,spdepm,unit,geo\TIME_PERIOD",2012 ,2013 ,2014 ,2015 ,2016 ,2017 ,2018 ,2019 ,2020 ,2021 ,2022 ,2023 
"A,TOTAL,CASH_P_EH,TOTAL,MIO_EUR,FR",1203.9 ,1249.05 ,1264.66 ,1269.37 ,1256 ,1313.36 ,1367 ,1386.64 ,1511.04 ,1388.45 ,1436.6 ,1499.09 p
"A,TOTAL,CASH_P_EH,TOTAL,MIO_EUR,HR",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,: ,: ,: ,: 
"A,TOTAL,CASH_P_EH,TOTAL,MIO_EUR,HU",1170.04 ,1150.25 ,1086.92 ,1026.86 b,986.78 ,966.54 ,898.84 ,868.9 ,786.6 ,851.78 ,864.16 ,992.42 
"A,TOTAL,CASH_P_EH,TOTAL,MIO_EUR,IE",2.11 ,7.38 ,9.97 ,11.31 ,13.08 ,16 ,18.42 ,21.11 ,24.66 ,25.14 ,25.72 ,24.88 
"A,TOTAL,CASH_P_EH,TOTAL,MIO_EUR,IS",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,: ,: 
"A,TOTAL,CASH_P_EH,TOTAL,MIO_EUR,IT",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 p,0 p,0 p
"A,TOTAL,CASH_P_EH,TOTAL,MIO_EUR,LT",0.68 ,0.61 ,0.44 ,0.53 ,0.78 ,0.93 ,0.82 ,0.57 ,0.1 p,0.27 p,0.85 ,0.97 
"A,TOTAL,CASH_P_EH,TOTAL,MIO_EUR,LU",67.87 ,70.15 ,74.65 ,75.59 ,77.16 ,82.15 ,85.23 ,90.71 ,94.41 ,99.48 ,104.68 ,122.32 
"A,TOTAL,CASH_P_EH,TOTAL,MIO_EUR,LV",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 p,0 ,0 
"A,TOTAL,CASH_P_EH,TOTAL,MIO_EUR,ME",: ,: ,: ,: ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 p
"A,TOTAL,CASH_P_EH,TOTAL,MIO_EUR,MK",: ,: ,: ,0.78 ,1.89 ,1.45 ,: ,: ,: ,: ,: ,: 
"A,TOTAL,CASH_P_EH,TOTAL,MIO_EUR,MT",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
"A,TOTAL,CASH_P_EH,TOTAL,MIO_EUR,NO",4847.99 ,4672.53 ,4275.67 ,3933.71 ,3783.8 ,3756.01 ,3472.21 ,3076.36 ,2868.58 ,3341.03 ,3645.94 ,3625.6 
"A,TOTAL,CASH_P_EH,TOTAL,MIO_EUR,PL",0.72 ,0.95 ,0.91 ,0.72 ,702.53 ,791.03 ,816.67 ,793.06 ,778.04 ,783.78 ,750.79 ,827.49 
"A,TOTAL,CASH_P_EH,TOTAL,MIO_EUR,PT",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
"A,TOTAL,CASH_P_EH,TOTAL,MIO_EUR,RO",2.99 ,2.89 ,4.01 ,3.16 ,3.41 ,4.29 ,4.12 ,4.85 ,3.2 ,2.83 ,4.03 ,0.78 
"A,TOTAL,CASH_P_EH,TOTAL,MIO_EUR,RS",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,: ,: 
"A,TOTAL,CASH_P_EH,TOTAL,MIO_EUR,SE",123.85 p,130.73 p,124.86 p,138.02 p,132.12 p,99.64 p,76.13 p,65.16 p,63.81 p,73.72 p,80.25 p,43.91 p
"A,TOTAL,CASH_P_EH,TOTAL,MIO_EUR,SI",168.59 ,161.05 ,157.57 ,151.66 ,146.91 ,144.47 ,147.99 ,153.18 ,159.84 p,165.05 p,175.26 ,184.07 
"A,TOTAL,CASH_P_EH,TOTAL,MIO_EUR,SK",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
"A,TOTAL,CASH_P_EH,TOTAL,MIO_EUR,UK",10.89 ,10.54 ,11.85 ,13.07 ,12.47 ,11.08 ,10.39 p,: ,: ,: ,: ,: 
"A,TOTAL,CASH_P_ERRC,MT,MIO_EUR,BA",: ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,: ,: ,: ,: 
"A,TOTAL,CASH_P_ERRC,MT,MIO_EUR,BE",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,: ,: 
"A,TOTAL,CASH_P_ERRC,MT,MIO_EUR,BG",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
"A,TOTAL,CASH_P_ERRC,MT,MIO_EUR,CH",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 p,0 p
"A,TOTAL,CASH_P_ERRC,MT,MIO_EUR,CY",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,: ,: 
"A,TOTAL,CASH_P_ERRC,MT,MIO_EUR,DE",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 p
"A,TOTAL,CASH_P_ERRC,MT,MIO_EUR,DK",5679.64 ,5738.1 ,5640.68 ,5529.2 ,5442.2 ,5405.31 ,5396.85 ,5614.13 ,6007.86 ,6547.12 ,6938.36 ,7604.02 p
"A,TOTAL,CASH_P_ERRC,MT,MIO_EUR,EA19",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 p,0 p,0 p,0 p
"A,TOTAL,CASH_P_ERRC,MT,MIO_EUR,EA20",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 p,0 p,0 p,0 p
"A,TOTAL,CASH_P_ERRC,MT,MIO_EUR,EA21",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 p,0 p,0 p,0 p
"A,TOTAL,CASH_P_ERRC,MT,MIO_EUR,EE",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
"A,TOTAL,CASH_P_ERRC,MT,MIO_EUR,EEA_X_LI",5679.64 ,5738.1 ,5640.68 ,5529.2 b,5442.2 ,5405.31 ,5396.85 ,5614.13 ,6007.86 p,6547.12 p,6938.36 p,7604.02 p
"A,TOTAL,CASH_P_ERRC,MT,MIO_EUR,EFTA_X_LI",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 p,0 p
"A,TOTAL,CASH_P_ERRC,MT,MIO_EUR,ES",0 ,0 ,0 ,0 ,0 ,0 ,: ,: ,: ,: ,: ,: 
"A,TOTAL,CASH_P_ERRC,MT,MIO_EUR,EU15",5679.64 ,5738.1 ,5640.68 ,5529.2 ,5442.2 ,5405.31 ,5396.85 p,: ,: ,: ,: ,: 
"A,TOTAL,CASH_P_ERRC,MT,MIO_EUR,EU27_2007",5679.64 ,5738.1 ,5640.68 ,5529.2 b,5442.2 ,5405.31 ,5396.85 p,: ,: ,: ,: ,: 
"A,TOTAL,CASH_P_ERRC,MT,MIO_EUR,EU27_2020",5679.64 ,5738.1 ,5640.68 ,5529.2 b,5442.2 ,5405.31 ,5396.85 ,5614.13 ,6007.86 p,6547.12 p,6938.36 p,7604.02 p
"A,TOTAL,CASH_P_ERRC,MT,MIO_EUR,EU28",5679.64 ,5738.1 ,5640.68 ,5529.2 b,5442.2 ,5405.31 ,5396.85 p,: ,: ,: ,: ,: 
"A,TOTAL,CASH_P_ERRC,MT,MIO_EUR,FI",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
"A,TOTAL,CASH_P_ERRC,MT,MIO_EUR,FR",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 p
"A,TOTAL,CASH_P_ERRC,MT,MIO_EUR,HR",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,: ,: ,: ,: 
"A,TOTAL,CASH_P_ERRC,MT,MIO_EUR,HU",0 ,0 ,0 ,0 b,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
"A,TOTAL,CASH_P_ERRC,MT,MIO_EUR,IE",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
"A,TOTAL,CASH_P_ERRC,MT,MIO_EUR,IS",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,: ,: 
"A,TOTAL,CASH_P_ERRC,MT,MIO_EUR,IT",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 p,0 p,0 p
"A,TOTAL,CASH_P_ERRC,MT,MIO_EUR,LT",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 p,0 p,0 ,0 
"A,TOTAL,CASH_P_ERRC,MT,MIO_EUR,LU",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,: ,: 
"A,TOTAL,CASH_P_ERRC,MT,MIO_EUR,LV",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 p,0 ,0 
"A,TOTAL,CASH_P_ERRC,MT,MIO_EUR,ME",: ,: ,: ,: ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 p
"A,TOTAL,CASH_P_ERRC,MT,MIO_EUR,MK",: ,: ,: ,0 ,0 ,0 ,: ,: ,: ,: ,: ,: 
"A,TOTAL,CASH_P_ERRC,MT,MIO_EUR,MT",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
"A,TOTAL,CASH_P_ERRC,MT,MIO_EUR,NO",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,: ,: ,: 
"A,TOTAL,CASH_P_ERRC,MT,MIO_EUR,PL",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,: ,0 
"A,TOTAL,CASH_P_ERRC,MT,MIO_EUR,PT",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
"A,TOTAL,CASH_P_ERRC,MT,MIO_EUR,RO",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,: ,: 
"A,TOTAL,CASH_P_ERRC,MT,MIO_EUR,RS",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,: ,: 
"A,TOTAL,CASH_P_ERRC,MT,MIO_EUR,SI",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 p,0 p,0 ,0 
"A,TOTAL,CASH_P_ERRC,MT,MIO_EUR,SK",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
"A,TOTAL,CASH_P_ERRC,MT,MIO_EUR,UK",0 ,0 ,0 ,0 ,0 ,0 ,0 p,: ,: ,: ,: ,: 
"A,TOTAL,CASH_P_ERRC,NMT,MIO_EUR,BA",: ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,: ,: ,: ,: 
"A,TOTAL,CASH_P_ERRC,NMT,MIO_EUR,BE",0.13 ,0.14 ,0.14 ,0.14 ,0.16 ,0.19 ,0.19 ,0.2 ,0.23 ,0.24 ,0.27 ,0.38 
"A,TOTAL,CASH_P_ERRC,NMT,MIO_EUR,BG",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
"A,TOTAL,CASH_P_ERRC,NMT,MIO_EUR,CH",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 p,0 p
"A,TOTAL,CASH_P_ERRC,NMT,MIO_EUR,CY",54.1 ,51.6 ,48.79 ,47.62 ,44.79 ,41.92 ,39.44 ,37.3 ,34.7 ,33.54 ,33.39 ,31.76 
"A,TOTAL,CASH_P_ERRC,NMT,MIO_EUR,CZ",11.86 ,10.94 ,9.82 ,9.43 ,: ,: ,: ,: ,: ,: ,: ,: 
"A,TOTAL,CASH_P_ERRC,NMT,MIO_EUR,DE",22372.84 ,23374.14 ,24227.85 ,25242.72 ,26411.62 ,27413.82 ,28321.81 ,29365 ,30276.13 ,31193.03 ,32300.9 ,33559.75 p
"A,TOTAL,CASH_P_ERRC,NMT,MIO_EUR,DK",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,: ,: ,: 
"A,TOTAL,CASH_P_ERRC,NMT,MIO_EUR,EA19",23972.58 ,24940.63 ,25757.09 ,26762.65 ,27808.44 ,28773.45 ,29614.57 ,30583.64 ,31487.91 p,32335.39 p,33422.56 p,34730.64 p
"A,TOTAL,CASH_P_ERRC,NMT,MIO_EUR,EA20",23972.58 ,24940.63 ,25757.09 ,26762.65 ,27808.44 ,28773.45 ,29614.57 ,30583.64 ,31487.91 p,32335.39 p,33422.56 p,34730.64 p
"A,TOTAL,CASH_P_ERRC,NMT,MIO_EUR,EA21",23972.58 ,24940.63 ,25757.09 ,26762.65 ,27808.44 ,28773.45 ,29614.57 ,30583.64 ,31487.91 p,32335.39 p,33422.56 p,34730.64 p
"A,TOTAL,CASH_P_ERRC,NMT,MIO_EUR,EE",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
"A,TOTAL,CASH_P_ERRC,NMT,MIO_EUR,EEA_X_LI",24669.24 ,25592.36 ,26373.54 ,27357.54 b,28350.16 ,29281.26 ,30093.18 ,31030.3 ,31915.57 p,32723.59 p,33801.48 p,35132.17 p
"A,TOTAL,CASH_P_ERRC,NMT,MIO_EUR,EFTA_X_LI",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 p,0 p
"A,TOTAL,CASH_P_ERRC,NMT,MIO_EUR,ES",0 ,0 ,0 ,0 ,0 ,0 ,: ,: ,: ,: ,: ,: 
"A,TOTAL,CASH_P_ERRC,NMT,MIO_EUR,EU15",23938.58 ,24905.48 ,25725.62 ,26741.68 ,27797.67 ,28769.71 ,29616.84 p,: ,: ,: ,: ,: 
"A,TOTAL,CASH_P_ERRC,NMT,MIO_EUR,EU27_2007",24689.34 ,25608.81 ,26390.87 ,27384.2 b,28384.18 ,29319.44 ,30134.89 p,: ,: ,: ,: ,: 
"A,TOTAL,CASH_P_ERRC,NMT,MIO_EUR,EU27_2020",24669.24 ,25592.36 ,26373.54 ,27357.54 b,28350.16 ,29281.26 ,30093.18 ,31030.3 ,31915.57 p,32723.59 p,33801.48 p,35132.17 p
"A,TOTAL,CASH_P_ERRC,NMT,MIO_EUR,EU28",24689.34 ,25608.81 ,26390.87 ,27384.2 b,28384.18 ,29319.44 ,30134.89 p,: ,: ,: ,: ,: 
"A,TOTAL,CASH_P_ERRC,NMT,MIO_EUR,FI",0 ,0 ,0 ,0 ,0 ,0 ,0.1 ,0.2 ,0.9 ,1.3 ,2.2 ,3.7 
"A,TOTAL,CASH_P_ERRC,NMT,MIO_EUR,FR",771.41 ,732.3 ,686.37 ,632.74 ,582.14 ,559.06 ,518.05 ,488.31 ,457.12 ,432.81 ,428.85 ,443.39 p
"A,TOTAL,CASH_P_ERRC,NMT,MIO_EUR,HR",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,: ,: ,: ,: 
"A,TOTAL,CASH_P_ERRC,NMT,MIO_EUR,HU",68.91 ,28.97 ,0 ,0 b,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
"A,TOTAL,CASH_P_ERRC,NMT,MIO_EUR,IE",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
"A,TOTAL,CASH_P_ERRC,NMT,MIO_EUR,IS",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,: ,: 
"A,TOTAL,CASH_P_ERRC,NMT,MIO_EUR,IT",657 ,645 ,634 ,666 ,587 ,577 ,560 ,501 ,480 ,460 p,438 p,444 p
"A,TOTAL,CASH_P_ERRC,NMT,MIO_EUR,LT",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 p,0 p,0 ,0 
"A,TOTAL,CASH_P_ERRC,NMT,MIO_EUR,LU",117.11 ,137.44 ,159.93 ,173.43 ,182.73 ,181.47 ,174.98 ,191.64 ,223.7 ,199.22 ,203.36 ,231.32 
"A,TOTAL,CASH_P_ERRC,NMT,MIO_EUR,LV",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 p,0 ,0 
"A,TOTAL,CASH_P_ERRC,NMT,MIO_EUR,ME",: ,: ,: ,: ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 p
"A,TOTAL,CASH_P_ERRC,NMT,MIO_EUR,MK",: ,: ,: ,0 ,0 ,0 ,: ,: ,: ,: ,: ,: 
"A,TOTAL,CASH_P_ERRC,NMT,MIO_EUR,MT",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
"A,TOTAL,CASH_P_ERRC,NMT,MIO_EUR,NO",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,: ,: ,: 
"A,TOTAL,CASH_P_ERRC,NMT,MIO_EUR,PL",79.86 ,70.45 ,71.27 ,62.57 ,50.74 ,23.07 ,19.03 ,12.11 ,8.22 ,6.18 ,4.1 ,7.14 
"A,TOTAL,CASH_P_ERRC,NMT,MIO_EUR,PT",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
"A,TOTAL,CASH_P_ERRC,NMT,MIO_EUR,RO",536.03 ,541.37 ,535.37 ,522.89 ,490.98 ,484.74 ,459.58 ,434.55 ,419.44 ,382.02 ,374.82 ,394.39 
"A,TOTAL,CASH_P_ERRC,NMT,MIO_EUR,RS",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,: ,: 
"A,TOTAL,CASH_P_ERRC,NMT,MIO_EUR,SI",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,15.13 p,15.26 p,15.59 ,16.33 
"A,TOTAL,CASH_P_ERRC,NMT,MIO_EUR,SK",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
"A,TOTAL,CASH_P_ERRC,NMT,MIO_EUR,UK",20.1 ,16.45 ,17.33 ,26.66 ,34.02 ,38.18 ,41.71 p,: ,: ,: ,: ,: 
"A,TOTAL,CASH_P_ERRC,TOTAL,MIO_EUR,BA",: ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,: ,: ,: ,: 
"A,TOTAL,CASH_P_ERRC,TOTAL,MIO_EUR,BE",0.13 ,0.14 ,0.14 ,0.14 ,0.16 ,0.19 ,0.19 ,0.2 ,0.23 ,0.24 ,0.27 ,0.38 
"A,TOTAL,CASH_P_ERRC,TOTAL,MIO_EUR,BG",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
"A,TOTAL,CASH_P_ERRC,TOTAL,MIO_EUR,CH",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 p,0 p
"A,TOTAL,CASH_P_ERRC,TOTAL,MIO_EUR,CY",54.1 ,51.6 ,48.79 ,47.62 ,44.79 ,41.92 ,39.44 ,37.3 ,34.7 ,33.54 ,33.39 ,31.76 
"A,TOTAL,CASH_P_ERRC,TOTAL,MIO_EUR,CZ",11.86 ,10.94 ,9.82 ,9.43 ,: ,: ,: ,: ,: ,: ,: ,: 
"A,TOTAL,CASH_P_ERRC,TOTAL,MIO_EUR,DE",22372.84 ,23374.14 ,24227.85 ,25242.72 ,26411.62 ,27413.82 ,28321.81 ,29365 ,30276.13 ,31193.03 ,32300.9 ,33559.75 p
"A,TOTAL,CASH_P_ERRC,TOTAL,MIO_EUR,DK",5679.64 ,5738.1 ,5640.68 ,5529.2 ,5442.2 ,5405.31 ,5396.85 ,5614.13 ,6007.86 ,6547.12 ,6938.36 ,7604.02 p
"A,TOTAL,CASH_P_ERRC,TOTAL,MIO_EUR,EA19",23972.58 ,24940.63 ,25757.09 ,26762.65 ,27808.44 ,28773.45 ,29614.57 ,30583.64 ,31487.91 p,32335.39 p,33422.56 p,34730.64 p
"A,TOTAL,CASH_P_ERRC,TOTAL,MIO_EUR,EA20",23972.58 ,24940.63 ,25757.09 ,26762.65 ,27808.44 ,28773.45 ,29614.57 ,30583.64 ,31487.91 p,32335.39 p,33422.56 p,34730.64 p
"A,TOTAL,CASH_P_ERRC,TOTAL,MIO_EUR,EA21",23972.58 ,24940.63 ,25757.09 ,26762.65 ,27808.44 ,28773.45 ,29614.57 ,30583.64 ,31487.91 p,32335.39 p,33422.56 p,34730.64 p
"A,TOTAL,CASH_P_ERRC,TOTAL,MIO_EUR,EE",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
"A,TOTAL,CASH_P_ERRC,TOTAL,MIO_EUR,EEA_X_LI",30348.88 ,31330.46 ,32014.23 ,32886.74 b,33792.36 ,34686.57 ,35490.03 ,36644.43 ,37923.42 p,39270.71 p,40739.83 p,42736.19 p
"A,TOTAL,CASH_P_ERRC,TOTAL,MIO_EUR,EFTA_X_LI",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 p,0 p
"A,TOTAL,CASH_P_ERRC,TOTAL,MIO_EUR,ES",0 ,0 ,0 ,0 ,0 ,0 ,: ,: ,: ,: ,: ,: 
"A,TOTAL,CASH_P_ERRC,TOTAL,MIO_EUR,EU15",29618.22 ,30643.58 ,31366.3 ,32270.88 ,33239.87 ,34175.02 ,35013.69 p,: ,: ,: ,: ,: 
"A,TOTAL,CASH_P_ERRC,TOTAL,MIO_EUR,EU27_2007",30368.98 ,31346.91 ,32031.56 ,32913.4 b,33826.38 ,34724.75 ,35531.74 p,: ,: ,: ,: ,: 
"A,TOTAL,CASH_P_ERRC,TOTAL,MIO_EUR,EU27_2020",30348.88 ,31330.46 ,32014.23 ,32886.74 b,33792.36 ,34686.57 ,35490.03 ,36644.43 ,37923.42 p,39270.71 p,40739.83 p,42736.19 p
"A,TOTAL,CASH_P_ERRC,TOTAL,MIO_EUR,EU28",30368.98 ,31346.91 ,32031.56 ,32913.4 b,33826.38 ,34724.75 ,35531.74 p,: ,: ,: ,: ,: 
"A,TOTAL,CASH_P_ERRC,TOTAL,MIO_EUR,FI",0 ,0 ,0 ,0 ,0 ,0 ,0.1 ,0.2 ,0.9 ,1.3 ,2.2 ,3.7 
"A,TOTAL,CASH_P_ERRC,TOTAL,MIO_EUR,FR",771.41 ,732.3 ,686.37 ,632.74 ,582.14 ,559.06 ,518.05 ,488.31 ,457.12 ,432.81 ,428.85 ,443.39 p
"A,TOTAL,CASH_P_ERRC,TOTAL,MIO_EUR,HR",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,: ,: ,: ,: 
"A,TOTAL,CASH_P_ERRC,TOTAL,MIO_EUR,HU",68.91 ,28.97 ,0 ,0 b,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
"A,TOTAL,CASH_P_ERRC,TOTAL,MIO_EUR,IE",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
"A,TOTAL,CASH_P_ERRC,TOTAL,MIO_EUR,IS",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,: ,: 
"A,TOTAL,CASH_P_ERRC,TOTAL,MIO_EUR,IT",657 ,645 ,634 ,666 ,587 ,577 ,560 ,501 ,480 ,460 p,438 p,444 p
"A,TOTAL,CASH_P_ERRC,TOTAL,MIO_EUR,LT",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 p,0 p,0 ,0 
"A,TOTAL,CASH_P_ERRC,TOTAL,MIO_EUR,LU",117.11 ,137.44 ,159.93 ,173.43 ,182.73 ,181.47 ,174.98 ,191.64 ,223.7 ,199.22 ,203.36 ,231.32 
"A,TOTAL,CASH_P_ERRC,TOTAL,MIO_EUR,LV",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 p,0 ,0 
"A,TOTAL,CASH_P_ERRC,TOTAL,MIO_EUR,ME",: ,: ,: ,: ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 p
"A,TOTAL,CASH_P_ERRC,TOTAL,MIO_EUR,MK",: ,: ,: ,0 ,0 ,0 ,: ,: ,: ,: ,: ,: 
"A,TOTAL,CASH_P_ERRC,TOTAL,MIO_EUR,MT",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
"A,TOTAL,CASH_P_ERRC,TOTAL,MIO_EUR,NO",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,: ,: ,: 
"A,TOTAL,CASH_P_ERRC,TOTAL,MIO_EUR,PL",79.86 ,70.45 ,71.27 ,62.57 ,50.74 ,23.07 ,19.03 ,12.11 ,8.22 ,6.18 ,4.1 ,7.14 
"A,TOTAL,CASH_P_ERRC,TOTAL,MIO_EUR,PT",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
"A,TOTAL,CASH_P_ERRC,TOTAL,MIO_EUR,RO",536.03 ,541.37 ,535.37 ,522.89 ,490.98 ,484.74 ,459.58 ,434.55 ,419.44 ,382.02 ,374.82 ,394.39 
"A,TOTAL,CASH_P_ERRC,TOTAL,MIO_EUR,RS",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,: ,: 
"A,TOTAL,CASH_P_ERRC,TOTAL,MIO_EUR,SI",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,15.13 p,15.26 p,15.59 ,16.33 
"A,TOTAL,CASH_P_ERRC,TOTAL,MIO_EUR,SK",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
"A,TOTAL,CASH_P_ERRC,TOTAL,MIO_EUR,UK",20.1 ,16.45 ,17.33 ,26.66 ,34.02 ,38.18 ,41.71 p,: ,: ,: ,: ,: 
"A,TOTAL,CASH_P_OTH,MT,MIO_EUR,BA",: ,0 ,0.01 ,1.15 ,1.2 ,1.42 ,0.73 ,0.87 ,0.99 ,1.02 ,0.75 ,1.06 
"A,TOTAL,CASH_P_OTH,MT,MIO_EUR,BE",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,: ,: 
"A,TOTAL,CASH_P_OTH,MT,MIO_EUR,BG",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
"A,TOTAL,CASH_P_OTH,MT,MIO_EUR,CH",61.12 ,57.47 ,55.85 ,65.93 ,67.89 ,94.33 ,102.24 p,122.33 p,127.45 p,127.66 p,144.9 p,143.71 p
"A,TOTAL,CASH_P_OTH,MT,MIO_EUR,CY",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,: ,: 
"A,TOTAL,CASH_P_OTH,MT,MIO_EUR,DE",929.89 ,1017.53 ,1103.91 ,1206.88 ,1283.7 ,1347.69 ,1418.18 ,1498.41 ,2383.68 ,2490.65 ,2575.37 ,2811.65 p
"A,TOTAL,CASH_P_OTH,MT,MIO_EUR,DK",139.27 ,137.6 ,136.75 ,135.42 ,135.91 ,142.07 ,156.84 ,174.24 ,194.64 ,214.93 ,242.65 ,289.33 p
"A,TOTAL,CASH_P_OTH,MT,MIO_EUR,EA19",1683.33 ,1849.85 ,2100.6 ,2148.32 ,2476.69 ,2562.23 ,2989.48 ,3219.99 ,4467.13 p,4655.6 p,4754.63 p,4958.48 p
"A,TOTAL,CASH_P_OTH,MT,MIO_EUR,EA20",1724.01 ,1893.76 ,2147.42 ,2196.18 ,2528.03 ,2617.08 ,3057.86 ,3302.75 ,4556.77 p,4749.16 p,4755.28 p,4959.24 p
"A,TOTAL,CASH_P_OTH,MT,MIO_EUR,EA21",1724.01 ,1893.76 ,2147.42 ,2196.18 ,2528.03 ,2617.08 ,3057.86 ,3302.75 ,4556.77 p,4749.16 p,4755.28 p,4959.24 p
